noun,condition,adjective,denotation,phrase
satire,abstract,potential,non-subsective,potential satire
satire,abstract,past,non-subsective,past satire
satire,abstract,fake,non-subsective,fake satire
mayhem,abstract,good,subsective,good mayhem
mayhem,abstract,recent,subsective,recent mayhem
mayhem,abstract,typical,subsective,typical mayhem
mayhem,abstract,new,subsective,new mayhem
mayhem,abstract,possible,non-subsective,possible mayhem
mayhem,abstract,potential,non-subsective,potential mayhem
mayhem,abstract,past,non-subsective,past mayhem
mayhem,abstract,fake,non-subsective,fake mayhem
seducer,abstract,good,subsective,good seducer
seducer,abstract,recent,subsective,recent seducer
seducer,abstract,typical,subsective,typical seducer
seducer,abstract,new,subsective,new seducer
seducer,abstract,possible,non-subsective,possible seducer
seducer,abstract,potential,non-subsective,potential seducer
seducer,abstract,past,non-subsective,past seducer
seducer,abstract,fake,non-subsective,fake seducer
pun,abstract,good,subsective,good pun
pun,abstract,recent,subsective,recent pun
pun,abstract,typical,subsective,typical pun
pun,abstract,new,subsective,new pun
pun,abstract,possible,non-subsective,possible pun
pun,abstract,potential,non-subsective,potential pun
pun,abstract,past,non-subsective,past pun
pun,abstract,fake,non-subsective,fake pun
vice,abstract,good,subsective,good vice
vice,abstract,recent,subsective,recent vice
vice,abstract,typical,subsective,typical vice
vice,abstract,new,subsective,new vice
vice,abstract,possible,non-subsective,possible vice
vice,abstract,potential,non-subsective,potential vice
vice,abstract,past,non-subsective,past vice
vice,abstract,fake,non-subsective,fake vice
recap,abstract,good,subsective,good recap
recap,abstract,recent,subsective,recent recap
recap,abstract,typical,subsective,typical recap
recap,abstract,new,subsective,new recap
recap,abstract,possible,non-subsective,possible recap
recap,abstract,potential,non-subsective,potential recap
recap,abstract,past,non-subsective,past recap
recap,abstract,fake,non-subsective,fake recap
origin,abstract,good,subsective,good origin
origin,abstract,recent,subsective,recent origin
origin,abstract,typical,subsective,typical origin
origin,abstract,new,subsective,new origin
origin,abstract,possible,non-subsective,possible origin
origin,abstract,potential,non-subsective,potential origin
origin,abstract,past,non-subsective,past origin
origin,abstract,fake,non-subsective,fake origin
apathy,abstract,good,subsective,good apathy
apathy,abstract,recent,subsective,recent apathy
apathy,abstract,typical,subsective,typical apathy
apathy,abstract,new,subsective,new apathy
apathy,abstract,possible,non-subsective,possible apathy
apathy,abstract,potential,non-subsective,potential apathy
apathy,abstract,past,non-subsective,past apathy
apathy,abstract,fake,non-subsective,fake apathy
probate,abstract,good,subsective,good probate
probate,abstract,recent,subsective,recent probate
probate,abstract,typical,subsective,typical probate
probate,abstract,new,subsective,new probate
probate,abstract,possible,non-subsective,possible probate
probate,abstract,potential,non-subsective,potential probate
probate,abstract,past,non-subsective,past probate
probate,abstract,fake,non-subsective,fake probate
taboo,abstract,good,subsective,good taboo
taboo,abstract,recent,subsective,recent taboo
taboo,abstract,typical,subsective,typical taboo
taboo,abstract,new,subsective,new taboo
taboo,abstract,possible,non-subsective,possible taboo
taboo,abstract,potential,non-subsective,potential taboo
taboo,abstract,past,non-subsective,past taboo
taboo,abstract,fake,non-subsective,fake taboo
airhead,abstract,good,subsective,good airhead
airhead,abstract,recent,subsective,recent airhead
airhead,abstract,typical,subsective,typical airhead
airhead,abstract,new,subsective,new airhead
airhead,abstract,possible,non-subsective,possible airhead
airhead,abstract,potential,non-subsective,potential airhead
airhead,abstract,past,non-subsective,past airhead
airhead,abstract,fake,non-subsective,fake airhead
subsidy,abstract,good,subsective,good subsidy
subsidy,abstract,recent,subsective,recent subsidy
subsidy,abstract,typical,subsective,typical subsidy
subsidy,abstract,new,subsective,new subsidy
subsidy,abstract,possible,non-subsective,possible subsidy
subsidy,abstract,potential,non-subsective,potential subsidy
subsidy,abstract,past,non-subsective,past subsidy
subsidy,abstract,fake,non-subsective,fake subsidy
mono,abstract,good,subsective,good mono
mono,abstract,recent,subsective,recent mono
mono,abstract,typical,subsective,typical mono
mono,abstract,new,subsective,new mono
mono,abstract,possible,non-subsective,possible mono
mono,abstract,potential,non-subsective,potential mono
mono,abstract,past,non-subsective,past mono
mono,abstract,fake,non-subsective,fake mono
deceit,abstract,good,subsective,good deceit
deceit,abstract,recent,subsective,recent deceit
deceit,abstract,typical,subsective,typical deceit
deceit,abstract,new,subsective,new deceit
deceit,abstract,possible,non-subsective,possible deceit
deceit,abstract,potential,non-subsective,potential deceit
deceit,abstract,past,non-subsective,past deceit
deceit,abstract,fake,non-subsective,fake deceit
genre,abstract,good,subsective,good genre
genre,abstract,recent,subsective,recent genre
genre,abstract,typical,subsective,typical genre
genre,abstract,new,subsective,new genre
genre,abstract,possible,non-subsective,possible genre
genre,abstract,potential,non-subsective,potential genre
genre,abstract,past,non-subsective,past genre
genre,abstract,fake,non-subsective,fake genre
value,abstract,good,subsective,good value
value,abstract,recent,subsective,recent value
value,abstract,typical,subsective,typical value
value,abstract,new,subsective,new value
value,abstract,possible,non-subsective,possible value
value,abstract,potential,non-subsective,potential value
value,abstract,past,non-subsective,past value
value,abstract,fake,non-subsective,fake value
reissue,abstract,good,subsective,good reissue
reissue,abstract,recent,subsective,recent reissue
reissue,abstract,typical,subsective,typical reissue
reissue,abstract,new,subsective,new reissue
reissue,abstract,possible,non-subsective,possible reissue
reissue,abstract,potential,non-subsective,potential reissue
reissue,abstract,past,non-subsective,past reissue
reissue,abstract,fake,non-subsective,fake reissue
doozy,abstract,good,subsective,good doozy
doozy,abstract,recent,subsective,recent doozy
doozy,abstract,typical,subsective,typical doozy
doozy,abstract,new,subsective,new doozy
doozy,abstract,possible,non-subsective,possible doozy
doozy,abstract,potential,non-subsective,potential doozy
doozy,abstract,past,non-subsective,past doozy
doozy,abstract,fake,non-subsective,fake doozy
woe,abstract,good,subsective,good woe
woe,abstract,recent,subsective,recent woe
woe,abstract,typical,subsective,typical woe
woe,abstract,new,subsective,new woe
woe,abstract,possible,non-subsective,possible woe
woe,abstract,potential,non-subsective,potential woe
woe,abstract,past,non-subsective,past woe
woe,abstract,fake,non-subsective,fake woe
service,abstract,good,subsective,good service
service,abstract,recent,subsective,recent service
service,abstract,typical,subsective,typical service
service,abstract,new,subsective,new service
service,abstract,possible,non-subsective,possible service
service,abstract,potential,non-subsective,potential service
service,abstract,past,non-subsective,past service
service,abstract,fake,non-subsective,fake service
debut,abstract,good,subsective,good debut
debut,abstract,recent,subsective,recent debut
debut,abstract,typical,subsective,typical debut
debut,abstract,new,subsective,new debut
debut,abstract,possible,non-subsective,possible debut
debut,abstract,potential,non-subsective,potential debut
debut,abstract,past,non-subsective,past debut
debut,abstract,fake,non-subsective,fake debut
premium,abstract,good,subsective,good premium
premium,abstract,recent,subsective,recent premium
premium,abstract,typical,subsective,typical premium
premium,abstract,new,subsective,new premium
premium,abstract,possible,non-subsective,possible premium
premium,abstract,potential,non-subsective,potential premium
premium,abstract,past,non-subsective,past premium
premium,abstract,fake,non-subsective,fake premium
motley,abstract,good,subsective,good motley
motley,abstract,recent,subsective,recent motley
motley,abstract,typical,subsective,typical motley
motley,abstract,new,subsective,new motley
motley,abstract,possible,non-subsective,possible motley
motley,abstract,potential,non-subsective,potential motley
motley,abstract,past,non-subsective,past motley
motley,abstract,fake,non-subsective,fake motley
renown,abstract,good,subsective,good renown
renown,abstract,recent,subsective,recent renown
renown,abstract,typical,subsective,typical renown
renown,abstract,new,subsective,new renown
renown,abstract,possible,non-subsective,possible renown
renown,abstract,potential,non-subsective,potential renown
renown,abstract,past,non-subsective,past renown
renown,abstract,fake,non-subsective,fake renown
deity,abstract,good,subsective,good deity
deity,abstract,recent,subsective,recent deity
deity,abstract,typical,subsective,typical deity
deity,abstract,new,subsective,new deity
deity,abstract,possible,non-subsective,possible deity
deity,abstract,potential,non-subsective,potential deity
deity,abstract,past,non-subsective,past deity
deity,abstract,fake,non-subsective,fake deity
whence,abstract,good,subsective,good whence
whence,abstract,recent,subsective,recent whence
whence,abstract,typical,subsective,typical whence
whence,abstract,new,subsective,new whence
whence,abstract,possible,non-subsective,possible whence
whence,abstract,potential,non-subsective,potential whence
whence,abstract,past,non-subsective,past whence
whence,abstract,fake,non-subsective,fake whence
indie,abstract,good,subsective,good indie
indie,abstract,recent,subsective,recent indie
indie,abstract,typical,subsective,typical indie
indie,abstract,new,subsective,new indie
indie,abstract,possible,non-subsective,possible indie
indie,abstract,potential,non-subsective,potential indie
indie,abstract,past,non-subsective,past indie
indie,abstract,fake,non-subsective,fake indie
dignity,abstract,good,subsective,good dignity
dignity,abstract,recent,subsective,recent dignity
dignity,abstract,typical,subsective,typical dignity
dignity,abstract,new,subsective,new dignity
dignity,abstract,possible,non-subsective,possible dignity
dignity,abstract,potential,non-subsective,potential dignity
dignity,abstract,past,non-subsective,past dignity
dignity,abstract,fake,non-subsective,fake dignity
wedlock,abstract,good,subsective,good wedlock
wedlock,abstract,recent,subsective,recent wedlock
wedlock,abstract,typical,subsective,typical wedlock
wedlock,abstract,new,subsective,new wedlock
wedlock,abstract,possible,non-subsective,possible wedlock
wedlock,abstract,potential,non-subsective,potential wedlock
wedlock,abstract,past,non-subsective,past wedlock
wedlock,abstract,fake,non-subsective,fake wedlock
mania,abstract,good,subsective,good mania
mania,abstract,recent,subsective,recent mania
