noun,condition,adjective,phrase
finesse,abstract,dubious,dubious finesse
vanity,abstract,good,good vanity
vanity,abstract,recent,recent vanity
vanity,abstract,typical,typical vanity
vanity,abstract,possible,possible vanity
vanity,abstract,alleged,alleged vanity
vanity,abstract,dubious,dubious vanity
breach,abstract,good,good breach
breach,abstract,recent,recent breach
breach,abstract,typical,typical breach
breach,abstract,possible,possible breach
breach,abstract,alleged,alleged breach
breach,abstract,dubious,dubious breach
tactics,abstract,good,good tactics
tactics,abstract,recent,recent tactics
tactics,abstract,typical,typical tactics
tactics,abstract,possible,possible tactics
tactics,abstract,alleged,alleged tactics
tactics,abstract,dubious,dubious tactics
outcome,abstract,good,good outcome
outcome,abstract,recent,recent outcome
outcome,abstract,typical,typical outcome
outcome,abstract,possible,possible outcome
outcome,abstract,alleged,alleged outcome
outcome,abstract,dubious,dubious outcome
lore,abstract,good,good lore
lore,abstract,recent,recent lore
lore,abstract,typical,typical lore
lore,abstract,possible,possible lore
lore,abstract,alleged,alleged lore
lore,abstract,dubious,dubious lore
leisure,abstract,good,good leisure
leisure,abstract,recent,recent leisure
leisure,abstract,typical,typical leisure
leisure,abstract,possible,possible leisure
leisure,abstract,alleged,alleged leisure
leisure,abstract,dubious,dubious leisure
tactic,abstract,good,good tactic
tactic,abstract,recent,recent tactic
tactic,abstract,typical,typical tactic
tactic,abstract,possible,possible tactic
tactic,abstract,alleged,alleged tactic
tactic,abstract,dubious,dubious tactic
mindset,abstract,good,good mindset
mindset,abstract,recent,recent mindset
mindset,abstract,typical,typical mindset
mindset,abstract,possible,possible mindset
mindset,abstract,alleged,alleged mindset
mindset,abstract,dubious,dubious mindset
wit,abstract,good,good wit
wit,abstract,recent,recent wit
wit,abstract,typical,typical wit
wit,abstract,possible,possible wit
wit,abstract,alleged,alleged wit
wit,abstract,dubious,dubious wit
lowdown,abstract,good,good lowdown
lowdown,abstract,recent,recent lowdown
lowdown,abstract,typical,typical lowdown
lowdown,abstract,possible,possible lowdown
lowdown,abstract,alleged,alleged lowdown
lowdown,abstract,dubious,dubious lowdown
epitome,abstract,good,good epitome
epitome,abstract,recent,recent epitome
epitome,abstract,typical,typical epitome
epitome,abstract,possible,possible epitome
epitome,abstract,alleged,alleged epitome
epitome,abstract,dubious,dubious epitome
spite,abstract,good,good spite
spite,abstract,recent,recent spite
spite,abstract,typical,typical spite
spite,abstract,possible,possible spite
spite,abstract,alleged,alleged spite
spite,abstract,dubious,dubious spite
outlook,abstract,good,good outlook
outlook,abstract,recent,recent outlook
outlook,abstract,typical,typical outlook
outlook,abstract,possible,possible outlook
outlook,abstract,alleged,alleged outlook
outlook,abstract,dubious,dubious outlook
evasion,abstract,good,good evasion
evasion,abstract,recent,recent evasion
evasion,abstract,typical,typical evasion
evasion,abstract,possible,possible evasion
evasion,abstract,alleged,alleged evasion
evasion,abstract,dubious,dubious evasion
killjoy,abstract,good,good killjoy
killjoy,abstract,recent,recent killjoy
killjoy,abstract,typical,typical killjoy
killjoy,abstract,possible,possible killjoy
killjoy,abstract,alleged,alleged killjoy
killjoy,abstract,dubious,dubious killjoy
cahoots,abstract,good,good cahoots
cahoots,abstract,recent,recent cahoots
cahoots,abstract,typical,typical cahoots
cahoots,abstract,possible,possible cahoots
cahoots,abstract,alleged,alleged cahoots
cahoots,abstract,dubious,dubious cahoots
deficit,abstract,good,good deficit
deficit,abstract,recent,recent deficit
deficit,abstract,typical,typical deficit
deficit,abstract,possible,possible deficit
deficit,abstract,alleged,alleged deficit
deficit,abstract,dubious,dubious deficit
power,abstract,good,good power
power,abstract,recent,recent power
power,abstract,typical,typical power
power,abstract,possible,possible power
power,abstract,alleged,alleged power
power,abstract,dubious,dubious power
misdeed,abstract,good,good misdeed
misdeed,abstract,recent,recent misdeed
misdeed,abstract,typical,typical misdeed
misdeed,abstract,possible,possible misdeed
misdeed,abstract,alleged,alleged misdeed
misdeed,abstract,dubious,dubious misdeed
ethos,abstract,good,good ethos
ethos,abstract,recent,recent ethos
ethos,abstract,typical,typical ethos
ethos,abstract,possible,possible ethos
ethos,abstract,alleged,alleged ethos
ethos,abstract,dubious,dubious ethos
pretext,abstract,good,good pretext
pretext,abstract,recent,recent pretext
pretext,abstract,typical,typical pretext
pretext,abstract,possible,possible pretext
pretext,abstract,alleged,alleged pretext
pretext,abstract,dubious,dubious pretext
duality,abstract,good,good duality
duality,abstract,recent,recent duality
duality,abstract,typical,typical duality
duality,abstract,possible,possible duality
duality,abstract,alleged,alleged duality
duality,abstract,dubious,dubious duality
appeal,abstract,good,good appeal
appeal,abstract,recent,recent appeal
appeal,abstract,typical,typical appeal
appeal,abstract,possible,possible appeal
appeal,abstract,alleged,alleged appeal
appeal,abstract,dubious,dubious appeal
ploy,abstract,good,good ploy
ploy,abstract,recent,recent ploy
ploy,abstract,typical,typical ploy
ploy,abstract,possible,possible ploy
ploy,abstract,alleged,alleged ploy
ploy,abstract,dubious,dubious ploy
disdain,abstract,good,good disdain
disdain,abstract,recent,recent disdain
disdain,abstract,typical,typical disdain
disdain,abstract,possible,possible disdain
disdain,abstract,alleged,alleged disdain
disdain,abstract,dubious,dubious disdain
quaint,abstract,good,good quaint
quaint,abstract,recent,recent quaint
quaint,abstract,typical,typical quaint
quaint,abstract,possible,possible quaint
quaint,abstract,alleged,alleged quaint
quaint,abstract,dubious,dubious quaint
subset,abstract,good,good subset
subset,abstract,recent,recent subset
subset,abstract,typical,typical subset
subset,abstract,possible,possible subset
subset,abstract,alleged,alleged subset
subset,abstract,dubious,dubious subset
libel,abstract,good,good libel
libel,abstract,recent,recent libel
libel,abstract,typical,typical libel
libel,abstract,possible,possible libel
libel,abstract,alleged,alleged libel
libel,abstract,dubious,dubious libel
repute,abstract,good,good repute
repute,abstract,recent,recent repute
repute,abstract,typical,typical repute
repute,abstract,possible,possible repute
repute,abstract,alleged,alleged repute
repute,abstract,dubious,dubious repute
tragedy,abstract,good,good tragedy
tragedy,abstract,recent,recent tragedy
tragedy,abstract,typical,typical tragedy
tragedy,abstract,possible,possible tragedy
tragedy,abstract,alleged,alleged tragedy
tragedy,abstract,dubious,dubious tragedy
sexism,abstract,good,good sexism
sexism,abstract,recent,recent sexism
sexism,abstract,typical,typical sexism
sexism,abstract,possible,possible sexism
sexism,abstract,alleged,alleged sexism
sexism,abstract,dubious,dubious sexism
fetish,abstract,good,good fetish
fetish,abstract,recent,recent fetish
fetish,abstract,typical,typical fetish
fetish,abstract,possible,possible fetish
fetish,abstract,alleged,alleged fetish
fetish,abstract,dubious,dubious fetish
issue,abstract,good,good issue
issue,abstract,recent,recent issue
issue,abstract,typical,typical issue
issue,abstract,possible,possible issue
issue,abstract,alleged,alleged issue
issue,abstract,dubious,dubious issue
rebuff,abstract,good,good rebuff
rebuff,abstract,recent,recent rebuff
rebuff,abstract,typical,typical rebuff
rebuff,abstract,possible,possible rebuff
rebuff,abstract,alleged,alleged rebuff
rebuff,abstract,dubious,dubious rebuff
upsurge,abstract,good,good upsurge
upsurge,abstract,recent,recent upsurge
upsurge,abstract,typical,typical upsurge
upsurge,abstract,possible,possible upsurge
upsurge,abstract,alleged,alleged upsurge
upsurge,abstract,dubious,dubious upsurge
prowess,abstract,good,good prowess
prowess,abstract,recent,recent prowess
prowess,abstract,typical,typical prowess
prowess,abstract,possible,possible prowess
prowess,abstract,alleged,alleged prowess
prowess,abstract,dubious,dubious prowess
era,abstract,good,good era
era,abstract,recent,recent era
era,abstract,typical,typical era
era,abstract,possible,possible era
era,abstract,alleged,alleged era
era,abstract,dubious,dubious era
rebuke,abstract,good,good rebuke
rebuke,abstract,recent,recent rebuke
rebuke,abstract,typical,typical rebuke
rebuke,abstract,possible,possible rebuke
rebuke,abstract,alleged,alleged rebuke
rebuke,abstract,dubious,dubious rebuke
rapport,abstract,good,good rapport
rapport,abstract,recent,recent rapport
rapport,abstract,typical,typical rapport
rapport,abstract,possible,possible rapport
rapport,abstract,alleged,alleged rapport
rapport,abstract,dubious,dubious rapport
latent,abstract,good,good latent
latent,abstract,recent,recent latent
latent,abstract,typical,typical latent
latent,abstract,possible,possible latent
latent,abstract,alleged,alleged latent
latent,abstract,dubious,dubious latent
solace,abstract,good,good solace
solace,abstract,recent,recent solace
solace,abstract,typical,typical solace
solace,abstract,possible,possible solace
solace,abstract,alleged,alleged solace
solace,abstract,dubious,dubious solace
bravado,abstract,good,good bravado
bravado,abstract,recent,recent bravado
bravado,abstract,typical,typical bravado
bravado,abstract,possible,possible bravado
bravado,abstract,alleged,alleged bravado
bravado,abstract,dubious,dubious bravado
whilst,abstract,good,good whilst
whilst,abstract,recent,recent whilst
whilst,abstract,typical,typical whilst
whilst,abstract,possible,possible whilst
whilst,abstract,alleged,alleged whilst
whilst,abstract,dubious,dubious whilst
schmuck,abstract,good,good schmuck
schmuck,abstract,recent,recent schmuck
schmuck,abstract,typical,typical schmuck
schmuck,abstract,possible,possible schmuck
schmuck,abstract,alleged,alleged schmuck
schmuck,abstract,dubious,dubious schmuck
fallacy,abstract,good,good fallacy
fallacy,abstract,recent,recent fallacy
fallacy,abstract,typical,typical fallacy
fallacy,abstract,possible,possible fallacy
fallacy,abstract,alleged,alleged fallacy
fallacy,abstract,dubious,dubious fallacy
scathe,abstract,good,good scathe
scathe,abstract,recent,recent scathe
scathe,abstract,typical,typical scathe
scathe,abstract,possible,possible scathe
scathe,abstract,alleged,alleged scathe
scathe,abstract,dubious,dubious scathe
turmoil,abstract,good,good turmoil
turmoil,abstract,recent,recent turmoil
turmoil,abstract,typical,typical turmoil
turmoil,abstract,possible,possible turmoil
turmoil,abstract,alleged,alleged turmoil
turmoil,abstract,dubious,dubious turmoil
tenure,abstract,good,good tenure
tenure,abstract,recent,recent tenure
tenure,abstract,typical,typical tenure
tenure,abstract,possible,possible tenure
tenure,abstract,alleged,alleged tenure
tenure,abstract,dubious,dubious tenure
paradox,abstract,good,good paradox
paradox,abstract,recent,recent paradox
paradox,abstract,typical,typical paradox
paradox,abstract,possible,possible paradox
paradox,abstract,alleged,alleged paradox
paradox,abstract,dubious,dubious paradox
passion,abstract,good,good passion
passion,abstract,recent,recent passion
passion,abstract,typical,typical passion
passion,abstract,possible,possible passion
passion,abstract,alleged,alleged passion
passion,abstract,dubious,dubious passion
idiom,abstract,good,good idiom
idiom,abstract,recent,recent idiom
idiom,abstract,typical,typical idiom
idiom,abstract,possible,possible idiom
idiom,abstract,alleged,alleged idiom
idiom,abstract,dubious,dubious idiom
alchemy,abstract,good,good alchemy
alchemy,abstract,recent,recent alchemy
alchemy,abstract,typical,typical alchemy
alchemy,abstract,possible,possible alchemy
alchemy,abstract,alleged,alleged alchemy
alchemy,abstract,dubious,dubious alchemy
quantum,abstract,good,good quantum
quantum,abstract,recent,recent quantum
quantum,abstract,typical,typical quantum
quantum,abstract,possible,possible quantum
quantum,abstract,alleged,alleged quantum
quantum,abstract,dubious,dubious quantum
scourge,abstract,good,good scourge
scourge,abstract,recent,recent scourge
scourge,abstract,typical,typical scourge
scourge,abstract,possible,possible scourge
scourge,abstract,alleged,alleged scourge
scourge,abstract,dubious,dubious scourge
hiatus,abstract,good,good hiatus
hiatus,abstract,recent,recent hiatus
hiatus,abstract,typical,typical hiatus
hiatus,abstract,possible,possible hiatus
hiatus,abstract,alleged,alleged hiatus
hiatus,abstract,dubious,dubious hiatus
rehash,abstract,good,good rehash
